Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,PreviousOwnerName,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
2.0,1.0,85.0,Urban,18.0,None,,Electric,True,False,2024-02-06,Yellow,Stefan,False,Excellent,Good,Excellent,Good,5.0,3.41,50.4,0SE Aluminum WNL6 Window,124.08514
2.0,3.0,128.0,Rural,48.0,None,False,Oil Heating,False,True,2020-06-18,Gray,,False,Poor,Good,Excellent,Good,5.0,1.84,204.8,Wood WE073MV,382.22457
1.0,,43.0,Suburban,30.0,Poor,True,Gas,False,True,2023-09-27,Green,Daniel,False,Good,Good,Excellent,Good,11.0,3.24,,CE9R Wood GBPHKB Window,98.46366
4.0,4.0,133.0,Suburbann,53.0,Excellent,True,Gas,False,True,2020-05-29,Yellow,,False,Excellent,Good,Good,Good,39.0,2.41,133.0,Aluminum FL8E,173.58653
,1.0,38.0,,38.0,Good,False,Electricity,False,False,2021-10-12,Yellow,Johanna,False,Poor,Good,Good,Poor,15.0,2.64,,NX7J Wood S2H,68.82333
,2.0,65.0,Rural,36.0,None,,Oil Heating,True,True,2022-09-16,Gray,Andreas,False,Good,Excellent,Good,Good,5.0,1.8,102.4,9U13QT3 Aluminum 7ZJ1,213.04644
,1.0,35.0,Urban,55.0,None,True,Electric,True,True,2021-01-26,,Johanna,False,Excellent,Good,Poor,Excellent,5.0,3.34,21.0,QVQ35 Wood 2IKEO,124.13338
1.0,1.0,39.0,Urban,51.0,None,True,Gas,False,False,2022-01-28,Yellow,Laura,False,Excellent,Good,Good,Poor,5.0,3.5,39.0,Aluminum X3K Window,61.07378
3.0,1.0,105.0,Urban,41.0,None,False,Electric,True,False,2023-01-21,Yellow,Lukas,False,Good,Good,Good,Excellent,5.0,1.6,63.6,AGS Steel C7M5L,219.12972
,2.0,73.0,Suburban,20.0,Good,True,Gas,False,True,2021-07-15,Gray,Natalie,False,Excellent,Good,Excellent,Good,15.0,2.19,,Steel FG0BKX,158.9182
4.0,3.0,128.0,Suburban,36.0,Poor,,Electricity,True,True,2022-01-06,Green,Florian,False,Good,Excellent,Good,Excellent,11.0,2.82,,Steel P6SHENG,189.3897
1.0,1.0,53.0,Suburbann,21.0,None,False,Oil,True,True,2022-03-19,Yellow,Lukas,False,Good,Good,Good,Poor,5.0,2.95,,Aluminum 4UHC6N,74.28572
3.0,1.0,120.0,Suburbann,18.0,None,False,Gas,True,False,2021-11-12,White,Sabrina,False,Good,Good,Excellent,Good,5.0,3.8,-938.0,Wood AEUGHG2 Window,125.32577
,1.0,54.0,Urban,30.0,None,,Gas,False,True,2023-08-13,Green,Andreas,False,Good,Good,Poor,Good,5.0,1.61,,PH1 Aluminum D0O Window,91.65016
1.0,1.0,43.0,Rural,51.0,Good,False,Oil,True,True,2023-09-12,Yellow,Stefan,False,Good,Excellent,Good,Excellent,15.0,4.69,-317.0,BNAHK Wood CJOXC,287.42917
3.0,2.0,115.0,Urban,45.0,None,,Electricity,True,True,2024-02-19,Gray,Denis,False,Excellent,Good,Good,Poor,5.0,1.73,68.4,OV5 Wood G4ZYYK,220.97344
2.0,2.0,100.0,Urban,45.0,None,,Oil Heating,False,False,2021-11-28,White,Martin,False,Good,Excellent,Good,Good,5.0,3.1,,I7KK0 Aluminum TXOOQPB,158.85102
2.0,1.0,82.0,Rural,27.0,None,,Electricity,False,False,2021-05-14,Yellow,Johanna,False,Poor,Good,Excellent,Excellent,5.0,4.79,49.8,Steel QWOD2,257.15703
4.0,3.0,133.0,Rural,16.0,,False,Oil,False,False,2020-03-06,Green,Daniel,False,Good,Good,Poor,Poor,5.0,1.8,,Wood MF0CWJ,331.59491
,2.0,107.0,Rural,43.0,None,True,Oil Heating,False,True,2023-09-06,Yellow,Sandra,False,Excellent,Good,Good,Excellent,5.0,2.38,171.2,Steel JEAHE1B Window,447.96831
,1.0,62.0,Rural,36.0,None,,Gas,False,True,2023-08-28,Green,Daniel,False,Good,Poor,Good,Excellent,5.0,3.14,62.0,Wood UQ0MW2T Window,231.86247
1.0,2.0,90.0,Urban,22.0,None,,Gas,True,True,2023-04-23,Gray,Theresa,False,Good,Poor,Good,Excellent,5.0,2.22,88.0,Aluminum ORKM Window,158.24791
1.0,1.0,85.0,Suburbann,14.0,Good,False,Oil Heating,False,True,2023-04-22,Gray,Sandra,False,Poor,Good,Good,Good,15.0,2.7,,DL2JY Aluminum DX69DE4 Window,2323.0424
1.0,1.0,58.0,Rural,53.0,None,False,Electric,False,False,2021-10-05,White,Sandra,False,Good,Poor,Good,Excellent,5.0,3.47,34.8,Aluminum RM5FG0,93.55715
,1.0,89.0,Urban,,None,,Electric,True,True,2023-01-30,White,Florian,False,Good,Excellent,Good,Poor,5.0,3.22,54.0,Wood GD6Q95R Window,175.56971
2.0,2.0,69.0,Rural,51.0,None,True,Electricity,False,True,2023-09-02,Green,Maria,False,Excellent,Good,Excellent,Good,5.0,3.05,,1HJM Wood CU6H Window,235.89299
1.0,2.0,64.0,Urban,52.0,None,,Oil,True,False,2021-05-13,Gray,Stefan,False,Excellent,Good,Poor,Good,5.0,2.33,,Q779R Aluminum 1LRF9,113.859
2.0,3.0,124.0,Urban,44.0,None,,Gas,True,True,2020-02-10,Green,Daniel,False,Good,Poor,Excellent,Poor,5.0,2.49,,MMRAGI0 Aluminum GGU91BB,182.96299
,1.0,20.0,Suburbann,33.0,None,False,Gas,False,True,2020-03-02,White,Laura,False,Excellent,Good,Poor,Poor,5.0,3.62,20.0,Steel 74W5 Window,87.75442
2.0,2.0,106.0,Urban,46.0,Good,,Gas,False,True,2020-07-01,White,Lukas,False,Excellent,Good,Good,Poor,15.0,2.7,106.0,Steel 0CZPYD,279.96529
1.0,1.0,36.0,Urban,14.0,None,,Oil,True,True,2020-07-30,Gray,Theresa,False,Good,Excellent,Excellent,Poor,5.0,2.21,,29M Aluminum LAKQ6I Window,105.3929
1.0,1.0,40.0,Rural,62.0,None,,Electric,True,False,2021-07-01,Yellow,Martin,False,Excellent,Poor,Poor,Excellent,5.0,4.56,23.4,YVX6ZGU Aluminum QR3JGC,1660.8090000000002
,1.0,28.0,,43.0,None,False,Electric,True,True,2022-06-08,White,Lukas,False,Good,Poor,Good,Excellent,5.0,2.64,17.4,SNVGC Steel 7ROP,241.7086
4.0,,134.0,Suburbann,58.0,Good,False,Electric,True,True,2022-04-26,Gray,Sabrina,False,Good,Good,Excellent,Good,15.0,2.72,79.2,Aluminum SBEX6V,127.96253
1.0,1.0,72.0,Suburbann,50.0,None,True,Oil Heating,True,False,2023-02-03,Gray,Theresa,False,Good,Good,Excellent,Excellent,5.0,1.31,,9JPAK Aluminum PLBUR,80.3719
4.0,2.0,132.0,Suburban,59.0,Good,False,Gas,False,True,2022-11-14,White,Maria,False,Good,Good,Excellent,Good,15.0,2.88,131.0,Wood 49UGA,171.65343
5.0,3.0,143.0,Urban,57.0,None,,Gas,False,True,2023-10-18,Gray,Laura,False,Good,Poor,Poor,Good,5.0,1.36,143.0,Steel E3S Window,321.33207
1.0,,-307.0,Suburban,,None,False,Gas,True,True,2020-01-16,Gray,Denis,False,Good,Excellent,Excellent,Excellent,5.0,2.22,,Steel 4UO5WX,142.6151
1.0,1.0,35.0,Urban,66.0,None,,Oil Heating,True,True,2022-02-11,Gray,Johanna,False,Good,Poor,Good,Excellent,5.0,1.11,54.4,A09MO Aluminum LTO,86.67825
,1.0,42.0,Rural,61.0,Excellent,False,Oil,False,True,2020-02-21,Yellow,Lukas,False,Good,Excellent,Poor,Excellent,39.0,3.61,65.6,Aluminum VCVIB,241.13682
5.0,2.0,143.0,Rural,53.0,None,True,Oil,True,True,2022-03-03,Green,,False,Excellent,Excellent,Poor,Good,5.0,2.42,,GX0AGN Aluminum 3B4P0L Window,393.92405
1.0,2.0,109.0,Suburbann,28.0,None,False,Gas,False,False,2023-12-06,Yellow,Johanna,False,Poor,Excellent,Poor,Good,5.0,4.43,108.0,M63JKG4 Wood 9C614Z,109.32982
2.0,2.0,74.0,Suburbann,42.0,Good,True,Oil Heating,True,False,2022-09-09,Yellow,Maria,False,Good,Poor,Good,Good,15.0,3.83,,Steel VUJC892 Window,146.24138
1.0,2.0,92.0,Urban,52.0,None,False,Oil Heating,False,False,2021-06-01,,Florian,False,Good,Excellent,Good,Excellent,5.0,2.33,,6TJW3 Aluminum KN7,146.77925
1.0,1.0,34.0,,46.0,Good,,Gas,False,True,2021-09-07,Yellow,Denis,False,Poor,Good,Good,Good,15.0,1.42,34.0,Aluminum UAMT,55.06614
1.0,2.0,74.0,Rural,61.0,None,,Gas,False,False,2022-06-22,,Sandra,False,Excellent,Good,Poor,Good,5.0,2.15,,IYGE7 Aluminum MNOU73 Window,134.17121
4.0,5.0,135.0,Urban,51.0,Good,False,Gas,False,True,2021-07-28,Gray,Laura,False,Good,Good,Good,Good,15.0,2.18,134.0,KFYI Steel YHIASCZ Window,340.88161
1.0,1.0,66.0,Suburbann,33.0,None,,Oil,False,False,2022-05-28,,Maria,False,Excellent,Good,Excellent,Good,5.0,1.72,,JKO Steel SZJJ Window,2445.6088
1.0,,57.0,Suburbann,,,False,Gas,True,False,2022-01-15,Gray,Sabrina,False,Good,Good,Excellent,Excellent,5.0,2.04,57.0,Aluminum VZE Window,1052.9392
2.0,1.0,94.0,Urban,,None,False,Oil,True,False,2020-01-07,,Daniel,False,Excellent,Good,Poor,Poor,5.0,3.63,153.6,Z89XQOG Wood NO0Z9,175.27878
1.0,1.0,33.0,,,None,,Oil Heating,False,True,2021-05-02,Gray,Daniel,False,Poor,Good,Good,Poor,5.0,3.08,,Steel R11,158.03424
,5.0,-355.0,Urban,52.0,Excellent,False,Electricity,False,False,2020-12-29,Gray,Daniel,False,Excellent,Excellent,Poor,Good,39.0,2.35,,Aluminum K0YX6 Window,221.58542
2.0,1.0,80.0,Suburbann,49.0,None,False,Oil Heating,False,False,2022-05-29,Yellow,Sabrina,False,Excellent,Good,Good,Excellent,5.0,3.92,,Wood M5MA,107.46173
3.0,3.0,144.0,Rural,51.0,None,False,Electricity,False,True,2023-02-06,Yellow,Andreas,False,Poor,Poor,Excellent,Good,5.0,2.79,87.0,Steel SCMA5,396.28635
2.0,2.0,62.0,Suburbann,66.0,Excellent,False,Oil Heating,False,True,2020-07-26,Yellow,,False,Good,Good,Poor,Poor,39.0,3.89,,TTF8XK0 Aluminum VRVMSAY Window,118.14612
5.0,3.0,134.0,Urban,29.0,Poor,,Electric,True,True,2024-01-21,Yellow,Natalie,False,Excellent,Excellent,Good,Good,11.0,4.74,80.4,Wood PAOA Window,287.5225
1.0,1.0,57.0,Urban,69.0,Good,False,Electric,True,True,2020-07-13,,Natalie,False,Good,Good,Good,Excellent,15.0,2.88,,Aluminum MLSV4,118.55417
3.0,1.0,112.0,Rural,,None,False,Electric,False,True,2020-08-24,Yellow,Sandra,False,Excellent,Good,Poor,Good,5.0,3.41,,3F9 Wood 9LV,241.28572
,1.0,132.0,Rural,67.0,None,False,Oil,False,False,2024-03-05,Green,,False,Good,Excellent,Excellent,Good,5.0,2.25,,Aluminum Z82UP,300.78246
1.0,1.0,89.0,Urban,,None,False,Gas,False,True,2023-10-16,,Lukas,False,Good,Excellent,Poor,Good,5.0,2.34,89.0,Aluminum DCHZUHC,121.96183
2.0,2.0,92.0,Rural,,Good,False,Oil Heating,False,True,2024-01-21,Yellow,Lukas,False,Good,Excellent,Good,Excellent,15.0,3.88,148.8,R6O Wood GXF Window,382.97699
1.0,2.0,71.0,Rural,40.0,None,,Oil Heating,False,True,2023-08-14,White,Johanna,False,Good,Good,Poor,Good,5.0,1.71,115.2,Aluminum MOOVG,200.40903
1.0,1.0,110.0,,,None,,Oil,True,False,2023-03-16,,Andreas,False,Good,Good,Poor,Excellent,5.0,3.07,174.4,VMF7CS Aluminum 9V0 Window,96.39732
1.0,1.0,47.0,Urban,33.0,Excellent,,Gas,True,True,2021-02-08,Green,Sabrina,False,Poor,Good,Good,Excellent,39.0,1.65,,3FVYOAE Wood 9M7265Q Window,232.76952
2.0,1.0,65.0,Suburban,63.0,Good,False,Electric,False,False,2023-01-29,,Martin,False,Good,Excellent,Poor,Good,15.0,1.68,,Wood 1PQG Window,85.98577
1.0,,20.0,Urban,26.0,Good,,Electricity,True,True,2020-12-10,Green,Laura,False,Good,Poor,Good,Good,15.0,2.45,12.6,KDNM Wood 248LPVG Window,137.69117
3.0,1.0,102.0,Urban,27.0,None,False,Oil Heating,True,True,2024-01-08,Yellow,Daniel,False,Excellent,Excellent,Poor,Poor,5.0,2.36,163.2,SL5L Steel GUKK11C Window,324.42332
4.0,2.0,146.0,Rural,44.0,Poor,,Gas,True,True,2022-01-21,Green,Sandra,False,Good,Excellent,Excellent,Good,11.0,1.55,,Aluminum Q2JV,357.43264
2.0,2.0,113.0,Urban,43.0,None,False,Electric,False,True,2021-06-02,Yellow,Daniel,False,Excellent,Good,Excellent,Good,5.0,2.02,,OIBJV6 Wood AGU8,203.27854
3.0,1.0,102.0,Suburban,40.0,None,,Oil Heating,False,True,2022-03-24,Green,Sabrina,False,Good,Excellent,Excellent,Good,5.0,1.93,166.4,Aluminum QTM2,124.5067
1.0,1.0,49.0,Rural,43.0,None,False,Electric,True,True,2023-05-21,Yellow,Maria,False,Poor,Good,Poor,Poor,5.0,1.81,,U0X Wood G4OYYOC Window,177.36831
3.0,1.0,123.0,Rural,52.0,None,False,Gas,False,True,2022-08-04,Yellow,Stefan,False,Good,Poor,Good,Poor,5.0,4.23,123.0,Wood FC0YV63,308.76051
1.0,2.0,85.0,Suburbann,70.0,None,,Electricity,False,True,2021-12-21,,Johanna,False,Poor,Excellent,Good,Poor,5.0,3.15,50.4,Aluminum E1MMC6,58.84652
1.0,3.0,117.0,Suburban,26.0,Good,,Gas,False,True,2020-09-26,Gray,Laura,False,Excellent,Poor,Poor,Good,15.0,2.1,,XN82IJT Wood JO2 Window,147.41104
2.0,1.0,72.0,Suburban,34.0,None,,Oil Heating,True,False,2023-08-27,Yellow,Daniel,False,Good,Poor,Poor,Poor,5.0,1.96,115.2,Wood 8OW3BH Window,98.86557
,2.0,88.0,Suburban,,Good,False,Oil,False,True,2023-03-06,Gray,Johanna,False,Good,Good,Good,Poor,15.0,1.46,,Wood 2GNP4,144.42506
1.0,1.0,59.0,Urban,55.0,Good,,Electric,False,False,2021-03-10,Gray,Stefan,False,Excellent,Poor,Poor,Good,15.0,2.67,35.4,Steel XTW,169.10448
,1.0,103.0,Urban,57.0,None,,Gas,True,True,2020-03-09,,Martin,False,Excellent,Excellent,Good,Good,5.0,3.68,,Steel SZG56IX Window,266.10517
2.0,2.0,82.0,Suburbann,56.0,Good,,Oil,True,True,2021-08-24,White,,False,Excellent,Poor,Excellent,Good,15.0,2.85,,R2XFTF Wood 03K1Y7,150.66059
1.0,1.0,33.0,Suburban,23.0,None,,Electric,True,True,2022-04-08,Green,Daniel,False,Excellent,Excellent,Good,Excellent,5.0,1.65,,Wood BHYP0RI,88.63862
1.0,1.0,42.0,Rural,25.0,Poor,False,Gas,False,False,2022-12-25,,Lukas,False,Poor,Poor,Poor,Poor,11.0,3.4,,Wood JQ4PC4 Window,154.59864
5.0,4.0,141.0,Urban,44.0,Excellent,,Oil,False,True,2021-10-21,Yellow,,False,Good,Good,Excellent,Excellent,39.0,1.22,,Wood 9C7K3G Window,421.38172
3.0,3.0,116.0,Urban,47.0,None,,Oil,True,True,2024-03-18,Green,Theresa,False,Good,Good,Poor,Good,5.0,2.26,184.0,Wood 7I39 Window,289.23985
2.0,2.0,72.0,Urban,50.0,None,False,Electricity,False,True,2022-02-24,White,Roman,False,Excellent,Excellent,Excellent,Poor,5.0,3.63,43.8,T4MZCIE Wood KS31MW,167.22275
2.0,3.0,107.0,,20.0,,,Oil,True,True,2023-10-01,,Roman,False,Good,Poor,Poor,Good,5.0,1.48,172.8,Wood YYC,164.03756
,2.0,131.0,Suburban,39.0,Good,False,Gas,False,False,2023-09-16,Gray,Daniel,False,Good,Good,Excellent,Excellent,15.0,1.69,129.0,K9NWUBL Aluminum WMV1IC,119.32992
3.0,2.0,103.0,Rural,60.0,None,False,Oil Heating,True,False,2024-02-07,Yellow,Stefan,False,Excellent,Excellent,Good,Poor,5.0,3.35,,I6Y6U Steel 5LZQM Window,380.10538
,2.0,126.0,Rural,,None,,Oil,False,False,2022-03-12,White,Martin,False,Good,Excellent,Poor,Good,5.0,1.9,201.6,28TFP Steel LR5,368.09431
2.0,,127.0,Rural,55.0,None,False,Gas,True,True,2021-11-22,Yellow,Johanna,False,Poor,Good,Excellent,Excellent,5.0,3.25,,Steel JGU2S Window,410.08606
1.0,1.0,57.0,Urban,31.0,Excellent,,Oil Heating,False,True,2024-01-16,White,Sandra,False,Good,Good,Good,Excellent,39.0,2.62,,0NGAOY Wood YDM Window,276.10921
3.0,3.0,131.0,Rural,38.0,None,,Gas,False,False,2020-12-09,Green,Lukas,False,Excellent,Good,Excellent,Good,5.0,3.15,,Steel 5YM9A,356.48182
,1.0,136.0,Rural,,None,False,Oil Heating,True,True,2021-09-23,,Johanna,False,Poor,Poor,Poor,Good,5.0,2.61,,Steel MVJ0 Window,438.03171
2.0,3.0,126.0,Urban,57.0,None,False,Gas,True,True,2021-01-19,Yellow,Sabrina,False,Good,Poor,Good,Poor,5.0,4.6,,Wood X8R Window,229.39784
1.0,1.0,-877.0,,67.0,None,,Gas,False,True,2022-12-17,White,Laura,False,Poor,Good,Good,Poor,5.0,2.48,55.0,NE0FNEP Aluminum 75OO Window,77.11274
3.0,,100.0,Urban,31.0,None,False,Oil Heating,False,True,2021-08-25,Yellow,Sandra,False,Poor,Poor,Good,Good,5.0,4.43,,Steel 5Y89 Window,281.54994
1.0,1.0,23.0,Urban,29.0,None,,Electricity,False,False,2020-05-22,,,False,Good,Excellent,Good,Good,5.0,4.71,13.2,Wood FPETWJ,89.35512
2.0,1.0,112.0,Rural,27.0,None,False,Oil,True,False,2021-04-03,Gray,Stefan,False,Excellent,Good,Good,Excellent,5.0,2.88,,XVF9SQ Wood PQOGK Window,321.48634
,1.0,130.0,Suburban,31.0,Good,,Gas,False,True,2021-04-13,Green,Sandra,False,Good,Good,Good,Excellent,15.0,2.91,129.0,Wood SY2 Window,160.45518
1.0,1.0,66.0,Urban,,Excellent,False,Oil Heating,True,True,2022-03-06,,Theresa,False,Good,Good,Good,Good,39.0,3.35,105.6,2K6 Wood 5UW0FZ Window,268.63055
3.0,3.0,98.0,Urban,40.0,None,False,Gas,False,False,2021-10-06,Gray,Daniel,False,Excellent,Good,Good,Excellent,5.0,2.04,100.0,Wood U2GL,187.39894
1.0,1.0,45.0,Urban,70.0,None,False,Oil Heating,False,False,2020-10-31,Green,Johanna,False,Good,Good,Good,Good,5.0,1.98,,Wood VGR Window,116.32012
,2.0,92.0,Suburban,53.0,None,,Electricity,True,True,2021-09-26,White,Daniel,False,Excellent,Excellent,Good,Excellent,5.0,1.96,,0OSCJB Wood ZXPNK86,119.75466
1.0,1.0,48.0,Rural,42.0,Good,False,Gas,False,False,2023-01-21,Gray,,False,Poor,Good,Poor,Excellent,15.0,1.19,,VK5 Aluminum 5SUQA8 Window,131.19329
4.0,5.0,141.0,Rural,,None,False,Oil Heating,False,True,2020-11-07,,Andreas,False,Good,Good,Good,Excellent,5.0,3.01,225.6,Y1AG8R Aluminum RAJ Window,364.33853
1.0,1.0,55.0,,,None,False,Gas,False,True,2022-08-13,,Natalie,False,Excellent,Good,Good,Poor,5.0,2.25,56.0,E022QYC Steel FFMIWJP Window,113.95403
1.0,1.0,36.0,Urban,38.0,None,,Electric,False,False,2021-03-13,,Denis,False,Excellent,Excellent,Good,Excellent,5.0,1.75,22.8,Aluminum 9R0D,68.44455
2.0,1.0,85.0,Rural,48.0,None,,Gas,False,True,2020-02-07,Gray,Sabrina,False,Excellent,Good,Excellent,Poor,5.0,2.92,83.0,P5IND Aluminum QHZ,178.75809
2.0,2.0,67.0,Urban,55.0,None,,Electricity,True,True,2023-08-12,White,Sandra,False,Good,Good,Good,Poor,5.0,2.97,,Steel 0ZZ6,212.77399
2.0,2.0,7633.0,Urban,,Poor,,Gas,False,False,2020-11-07,Gray,Johanna,False,Excellent,Excellent,Good,Excellent,11.0,1.08,124.0,XX3E1 Steel TPEKL,245.60247
3.0,1.0,131.0,Urban,,None,,Oil,False,True,2023-02-12,Gray,Maria,False,Good,Excellent,Excellent,Excellent,5.0,1.56,,469 Aluminum 8382LP5,249.45585
2.0,1.0,122.0,Rural,23.0,None,False,Oil Heating,True,True,2023-06-07,Green,Natalie,False,Excellent,Good,Excellent,Good,5.0,2.65,,YCSAK Steel L3620C0 Window,500.48596
1.0,1.0,24.0,Rural,62.0,Good,,Electricity,False,True,2020-06-13,Gray,Denis,False,Good,Good,Poor,Excellent,15.0,1.74,,Steel XW2 Window,239.31179
3.0,,120.0,Urban,55.0,Good,False,Electricity,True,True,2023-03-06,Yellow,Sabrina,False,Poor,Poor,Good,Poor,15.0,2.82,70.8,Wood SBLLEWB Window,235.15295
1.0,1.0,47.0,Suburban,43.0,None,True,Oil Heating,True,True,2020-05-11,Gray,Theresa,False,Good,Poor,Good,Good,5.0,2.94,,IAL8KYN Aluminum AIZ,61.90932
,1.0,45.0,Rural,57.0,Excellent,,Electric,False,True,2020-02-09,White,Stefan,False,Good,Excellent,Poor,Good,39.0,3.05,,39LWT3 Aluminum 0LDZD,210.26164
1.0,,78.0,Rural,53.0,Good,False,Oil,True,True,2021-09-19,White,Roman,False,Poor,Poor,Excellent,Good,15.0,1.7,124.8,Steel 40XAL6 Window,391.03777
3.0,3.0,146.0,Rural,30.0,None,False,Oil Heating,False,False,2023-07-01,Gray,Denis,False,Good,Poor,Good,Good,5.0,2.29,235.2,82WY2W Steel GGEH,443.66474
1.0,1.0,56.0,Suburban,66.0,Good,True,Gas,False,False,2023-09-17,Yellow,Sandra,False,Good,Excellent,Good,Excellent,15.0,1.96,57.0,Steel 3YX2FP,121.35033
1.0,1.0,30.0,Rural,65.0,None,False,Electricity,False,False,2022-04-29,Yellow,Maria,False,Excellent,Good,Good,Good,5.0,3.5,,Wood LAUTD,129.17001
,1.0,27.0,Suburban,57.0,None,True,Gas,True,True,2020-11-02,Gray,Lukas,False,Good,Poor,Poor,Excellent,5.0,1.91,26.0,Aluminum 99L0,36.43897
3.0,1.0,115.0,Urban,43.0,Good,False,Gas,True,False,2022-09-10,White,Laura,False,Good,Good,Excellent,Good,15.0,3.73,116.0,8TUO Aluminum 8AHFMT,184.93222
3.0,2.0,119.0,Suburban,68.0,Excellent,False,Oil,True,True,2023-08-18,Gray,Florian,False,Good,Excellent,Excellent,Excellent,39.0,2.49,192.0,Steel 4MZ5 Window,270.68486
2.0,3.0,107.0,Suburban,56.0,None,False,Oil Heating,False,True,2023-11-29,White,Denis,False,Poor,Good,Poor,Poor,5.0,2.24,171.2,Steel S0BD,178.43262
4.0,1.0,144.0,Suburban,,None,True,Oil,False,False,2021-08-11,,Laura,False,Good,Good,Good,Good,5.0,2.15,,Steel CN1B8 Window,170.94925
1.0,1.0,51.0,Rural,54.0,Good,,Electricity,True,True,2021-10-20,Gray,Andreas,False,Good,Poor,Good,Poor,15.0,1.2,31.2,TQH3UM Aluminum 7HG11,145.81127
4.0,4.0,129.0,Rural,49.0,Excellent,False,Oil Heating,True,True,2020-10-01,Yellow,Laura,False,Good,Good,Excellent,Excellent,39.0,1.42,,Steel BNPJ Window,627.23483
3.0,3.0,111.0,Rural,41.0,Good,True,Electricity,True,True,2024-01-04,White,Johanna,False,Poor,Good,Poor,Excellent,15.0,3.76,,ISO3 Wood 9JPSG,347.84633
2.0,4.0,144.0,Suburban,64.0,None,False,Gas,True,False,2022-05-15,Gray,Sandra,False,Good,Excellent,Good,Good,5.0,1.93,142.0,F3IK1W Aluminum 3QAVF1C Window,111.69569
,5.0,148.0,Urban,50.0,None,,Electricity,False,True,2023-12-20,,Sandra,False,Good,Excellent,Good,Good,5.0,3.75,,L922O1 Steel U581,313.21232
,2.0,117.0,Suburban,-82.0,None,,Gas,False,True,2023-10-28,White,Denis,False,Good,Good,Poor,Good,5.0,1.41,117.0,U3QS Aluminum FVY,102.41777
1.0,1.0,47.0,Urban,35.0,Poor,False,Gas,False,True,2021-06-06,Green,Stefan,False,Good,Excellent,Good,Good,11.0,3.39,47.0,Wood JBDM,157.29084
1.0,2.0,72.0,Rural,43.0,None,True,Oil,False,True,2021-09-17,Yellow,Natalie,False,Good,Excellent,Excellent,Excellent,5.0,1.84,,Aluminum 1770O Window,4413.7734
3.0,1.0,123.0,Urban,20.0,,False,Oil,False,True,2022-09-07,Yellow,,False,Good,Excellent,Poor,Good,15.0,2.75,,GW0K9U Wood OJXZN Window,313.47824
4.0,2.0,140.0,Rural,36.0,Excellent,False,Oil Heating,False,False,2020-11-09,Yellow,Natalie,False,Good,Good,Excellent,Good,39.0,3.32,225.6,Aluminum V18N,401.05003
2.0,1.0,71.0,,,,False,Oil Heating,True,True,2020-12-09,Gray,Martin,False,Good,Good,Excellent,Poor,15.0,1.24,112.0,Aluminum 7YXW Window,231.52558
1.0,,65.0,Urban,70.0,None,True,Gas,True,False,2020-02-17,White,Stefan,False,Poor,Poor,Good,Good,5.0,2.82,66.0,UEEDHA Aluminum AQH,78.16202
1.0,1.0,30.0,Urban,,None,False,Electricity,False,True,2020-08-12,Green,Sandra,False,Excellent,Poor,Poor,Good,5.0,3.0,,69INS Steel 49EE27O,135.45237
1.0,1.0,35.0,Suburbann,65.0,None,False,Oil,False,True,2022-04-28,Yellow,Johanna,False,Excellent,Excellent,Good,Good,5.0,4.02,,UKHVEP6 Steel GHH,115.61555
1.0,1.0,35.0,Rural,19.0,,,Gas,False,True,2021-06-20,Gray,Sandra,False,Poor,Good,Poor,Good,5.0,1.68,,Aluminum G5ZAX Window,89.56155
3.0,1.0,125.0,Urban,35.0,Good,False,Oil,False,True,2020-12-11,,,False,Poor,Good,Excellent,Excellent,15.0,3.99,198.4,T40VL9 Steel OR1XT Window,353.76059
1.0,1.0,50.0,Rural,50.0,None,,Gas,False,True,2023-06-29,Gray,Stefan,False,Excellent,Poor,Excellent,Poor,5.0,1.77,50.0,Wood RW7 Window,198.47511
,1.0,29.0,Suburban,41.0,None,,Electric,True,True,2021-04-11,,Florian,False,Excellent,Excellent,Good,Excellent,5.0,2.05,18.0,Aluminum UHDRL,51.03627
1.0,1.0,47.0,Urban,57.0,Excellent,False,Gas,True,True,2021-01-24,Gray,Roman,False,Good,Good,Good,Good,39.0,2.05,48.0,Aluminum 66ZXS Window,177.48118
2.0,,100.0,Rural,25.0,None,False,Oil,False,True,2022-01-09,Green,Lukas,False,Good,Poor,Good,Excellent,5.0,3.31,161.6,Wood FAOJ Window,344.36528
5.0,4.0,142.0,Rural,56.0,Good,False,Oil Heating,False,True,2020-01-15,Gray,Andreas,False,Poor,Good,Good,Excellent,15.0,2.29,225.6,WPDN2MA Wood TEPMN,463.98
2.0,2.0,61.0,Rural,50.0,,,Oil,False,True,2020-03-23,Yellow,Sandra,False,Excellent,Poor,Poor,Good,5.0,1.55,,Wood 6K0RP Window,233.44206
2.0,3.0,106.0,Urban,56.0,Excellent,,Electricity,False,True,2021-08-12,Yellow,Andreas,False,Excellent,Excellent,Good,Good,39.0,4.55,,3AL93C Wood F1B6R,286.0102
1.0,1.0,78.0,Suburbann,43.0,None,False,Gas,False,True,2022-04-29,Green,Sandra,False,Good,Excellent,Good,Good,5.0,1.91,,JAYPURF Steel MJ01,136.77468
